0.5, 0.5, 50.0
420.5, 0.5, 50.0
1260.0, 0.5, 50.0
2100.0, 0.5, 50.0
2940.0, 0.5, 50.0
3780.0, 0.5, 50.0
4620.0, 0.5, 50.0
5460.0, 0.5, 50.0
6300.0, 0.5, 50.0
7140.0, 0.5, 50.0
7979.5, 0.5, 50.0
8399.5, 0.5, 50.0
0.5, 0.5, 150.0
420.5, 0.5, 150.0
1260.0, 0.5, 150.0
2100.0, 0.5, 150.0
2940.0, 0.5, 150.0
3780.0, 0.5, 150.0
4620.0, 0.5, 150.0
5460.0, 0.5, 150.0
6300.0, 0.5, 150.0
7140.0, 0.5, 150.0
7979.5, 0.5, 150.0
8399.5, 0.5, 150.0
0.5, 0.5, 250.0
420.5, 0.5, 250.0
1260.0, 0.5, 250.0
2100.0, 0.5, 250.0
2940.0, 0.5, 250.0
3780.0, 0.5, 250.0
4620.0, 0.5, 250.0
5460.0, 0.5, 250.0
6300.0, 0.5, 250.0
7140.0, 0.5, 250.0
7979.5, 0.5, 250.0
8399.5, 0.5, 250.0
0.5, 0.5, 350.0
420.5, 0.5, 350.0
1260.0, 0.5, 350.0
2100.0, 0.5, 350.0
2940.0, 0.5, 350.0
3780.0, 0.5, 350.0
4620.0, 0.5, 350.0
5460.0, 0.5, 350.0
6300.0, 0.5, 350.0
7140.0, 0.5, 350.0
7979.5, 0.5, 350.0
8399.5, 0.5, 350.0
0.5, 0.5, 450.0
420.5, 0.5, 450.0
1260.0, 0.5, 450.0
2100.0, 0.5, 450.0
2940.0, 0.5, 450.0
3780.0, 0.5, 450.0
4620.0, 0.5, 450.0
5460.0, 0.5, 450.0
6300.0, 0.5, 450.0
7140.0, 0.5, 450.0
7979.5, 0.5, 450.0
8399.5, 0.5, 450.0
0.5, 0.5, 550.0
420.5, 0.5, 550.0
1260.0, 0.5, 550.0
2100.0, 0.5, 550.0
2940.0, 0.5, 550.0
3780.0, 0.5, 550.0
4620.0, 0.5, 550.0
5460.0, 0.5, 550.0
6300.0, 0.5, 550.0
7140.0, 0.5, 550.0
7979.5, 0.5, 550.0
8399.5, 0.5, 550.0
0.5, 0.5, 650.0
420.5, 0.5, 650.0
1260.0, 0.5, 650.0
2100.0, 0.5, 650.0
2940.0, 0.5, 650.0
3780.0, 0.5, 650.0
4620.0, 0.5, 650.0
5460.0, 0.5, 650.0
6300.0, 0.5, 650.0
7140.0, 0.5, 650.0
7979.5, 0.5, 650.0
8399.5, 0.5, 650.0
0.5, 0.5, 750.0
420.5, 0.5, 750.0
1260.0, 0.5, 750.0
2100.0, 0.5, 750.0
2940.0, 0.5, 750.0
3780.0, 0.5, 750.0
4620.0, 0.5, 750.0
5460.0, 0.5, 750.0
6300.0, 0.5, 750.0
7140.0, 0.5, 750.0
7979.5, 0.5, 750.0
8399.5, 0.5, 750.0
0.5, 0.5, 850.0
420.5, 0.5, 850.0
1260.0, 0.5, 850.0
2100.0, 0.5, 850.0
2940.0, 0.5, 850.0
3780.0, 0.5, 850.0
4620.0, 0.5, 850.0
5460.0, 0.5, 850.0
6300.0, 0.5, 850.0
7140.0, 0.5, 850.0
7979.5, 0.5, 850.0
8399.5, 0.5, 850.0
0.5, 0.5, 950.0
420.5, 0.5, 950.0
1260.0, 0.5, 950.0
2100.0, 0.5, 950.0
2940.0, 0.5, 950.0
3780.0, 0.5, 950.0
4620.0, 0.5, 950.0
5460.0, 0.5, 950.0
6300.0, 0.5, 950.0
7140.0, 0.5, 950.0
7979.5, 0.5, 950.0
8399.5, 0.5, 950.0
0.5, 0.5, 1050.0
420.5, 0.5, 1050.0
1260.0, 0.5, 1050.0
2100.0, 0.5, 1050.0
2940.0, 0.5, 1050.0
3780.0, 0.5, 1050.0
4620.0, 0.5, 1050.0
5460.0, 0.5, 1050.0
6300.0, 0.5, 1050.0
7140.0, 0.5, 1050.0
7979.5, 0.5, 1050.0
8399.5, 0.5, 1050.0
0.5, 0.5, 1150.0
420.5, 0.5, 1150.0
1260.0, 0.5, 1150.0
2100.0, 0.5, 1150.0
2940.0, 0.5, 1150.0
3780.0, 0.5, 1150.0
4620.0, 0.5, 1150.0
5460.0, 0.5, 1150.0
6300.0, 0.5, 1150.0
7140.0, 0.5, 1150.0
7979.5, 0.5, 1150.0
8399.5, 0.5, 1150.0
